,ma1_length,ma2_length,median_return_rate,stdev_return_rate,cumulative_return,cumulative_baseline_return,profitable_quarters,sharpe_ratio,total_trades,mean_trades_per_quarter
0,648,790,0.006599428396069085,,37.40702280434679,32.248566172492154,16,,104,2.9714285714285715
1,119,753,0.012129586227468403,,48.60740666114149,32.248566172492154,16,,111,3.1714285714285713
2,104,585,0.05578073632924285,,50.17798237238563,32.248566172492154,17,,134,3.8285714285714287
3,44,127,-0.001042693379007975,,0.30865652632652774,32.248566172492154,15,,620,17.714285714285715
4,594,1015,0.0,,24.057326720918223,32.248566172492154,14,,64,1.8285714285714285
5,910,1084,0.0,,17.48234586125065,32.248566172492154,12,,77,2.2
6,925,1030,0.0,,32.88110264710059,32.248566172492154,14,,99,2.8285714285714287
7,97,838,0.0,,40.661486868309716,32.248566172492154,14,,105,3.0
8,70,872,-0.12212834066363343,,16.47306069721201,32.248566172492154,14,,115,3.2857142857142856
9,212,606,0.05470347387608143,,76.76655040320644,32.248566172492154,17,,112,3.2
10,726,922,0.0,,42.36465254742921,32.248566172492154,14,,76,2.1714285714285713
11,334,883,0.018564793894525256,,82.93031616560837,32.248566172492154,15,,70,2.0
12,810,859,0.0,,55.29016510012167,32.248566172492154,15,,137,3.914285714285714
13,118,777,0.009376779567379145,,44.30365066056734,32.248566172492154,16,,107,3.057142857142857
14,95,572,0.03265617688146594,,52.74647134374578,32.248566172492154,17,,142,4.057142857142857
15,720,735,-0.018424844960625575,,11.930518874589643,32.248566172492154,14,,271,7.742857142857143
16,243,548,0.029765121167437236,,63.41531544523416,32.248566172492154,17,,117,3.342857142857143
17,72,472,0.0254454518956575,,64.18564838668094,32.248566172492154,18,,173,4.942857142857143
18,189,1086,0.0,,27.854985042658694,32.248566172492154,12,,68,1.9428571428571428
19,192,298,0.08131402973727231,,10.190036279596997,32.248566172492154,16,,259,7.4
20,78,726,0.0,,44.214984321468414,32.248566172492154,15,,141,4.0285714285714285
21,687,999,0.0,,25.26137148307629,32.248566172492154,13,,68,1.9428571428571428
22,274,466,0.030621415352410697,,46.8029648852807,32.248566172492154,18,,145,4.142857142857143
23,611,904,0.009388683218212623,,45.84786320740127,32.248566172492154,17,,74,2.1142857142857143
24,474,836,0.0,,25.341891199286003,32.248566172492154,12,,81,2.3142857142857145
25,1017,1081,0.0,,24.79369902596104,32.248566172492154,14,,110,3.142857142857143
26,251,974,-0.1280886795077658,,27.57421538036593,32.248566172492154,12,,59,1.6857142857142857
27,696,1063,-0.0753143115415561,,19.802013326996462,32.248566172492154,10,,60,1.7142857142857142
28,1038,1089,0.0,,17.473461586394077,32.248566172492154,13,,111,3.1714285714285713
29,839,1070,0.0,,31.789038925131663,32.248566172492154,13,,68,1.9428571428571428
30,600,751,0.01344403020260132,,38.52560785075179,32.248566172492154,16,,109,3.1142857142857143
31,916,1058,0.0,,18.980199019825896,32.248566172492154,11,,85,2.4285714285714284
32,59,160,-0.018891203227586417,,3.0556592542693073,32.248566172492154,14,,474,13.542857142857143
33,327,954,-0.08102390282770289,,35.46433167088637,32.248566172492154,14,,64,1.8285714285714285
34,415,893,0.0,,26.67000187715985,32.248566172492154,14,,71,2.0285714285714285
35,391,782,0.038286365985565673,,43.10537308648846,32.248566172492154,16,,79,2.257142857142857
36,152,224,-0.018871959903250968,,2.442935460491129,32.248566172492154,14,,365,10.428571428571429
37,180,493,0.03943262396004599,,37.36478242618545,32.248566172492154,17,,132,3.7714285714285714
38,678,701,-0.0033408737730076243,,19.60726127591946,32.248566172492154,13,,243,6.942857142857143
39,443,461,0.040798727269520274,,4.3061240982305735,32.248566172492154,15,,368,10.514285714285714
40,369,1040,0.0,,24.086358560731114,32.248566172492154,10,,54,1.542857142857143
41,399,472,-0.0016116870110729486,,13.929168138169294,32.248566172492154,15,,189,5.4
42,835,976,0.0,,30.18440911018746,32.248566172492154,14,,87,2.4857142857142858
43,751,759,0.0025433280714242112,,7.041707319752563,32.248566172492154,16,,352,10.057142857142857
44,89,357,0.032875612868136894,,38.770223822618995,32.248566172492154,18,,235,6.714285714285714
45,635,776,0.0,,41.807587818763594,32.248566172492154,15,,101,2.8857142857142857
46,313,610,0.0,,18.423776506522742,32.248566172492154,15,,114,3.257142857142857
47,715,1023,-0.07802383468629592,,25.04184315514554,32.248566172492154,11,,68,1.9428571428571428
48,396,820,0.03866256691330938,,49.09472599729757,32.248566172492154,15,,79,2.257142857142857
49,79,950,0.0,,26.04265014909819,32.248566172492154,13,,96,2.742857142857143
50,174,933,0.034720048090824296,,18.67801807334573,32.248566172492154,14,,73,2.085714285714286
51,520,1038,0.0,,16.164752426068215,32.248566172492154,12,,61,1.7428571428571429
52,406,890,0.021850257112692617,,30.74918447833045,32.248566172492154,15,,71,2.0285714285714285
53,178,178,0.0,,0.0,32.248566172492154,0,,0,0.0
54,878,1075,-0.004496711236685824,,13.051568527817615,32.248566172492154,10,,74,2.1142857142857143
55,960,1079,0.0,,14.006728280015567,32.248566172492154,12,,85,2.4285714285714284
56,329,837,0.011519035054139648,,58.70985433928437,32.248566172492154,17,,75,2.142857142857143
57,233,844,0.0,,56.49635862079376,32.248566172492154,15,,79,2.257142857142857
58,294,1009,-0.1008258584652234,,31.447311258867714,32.248566172492154,12,,60,1.7142857142857142
59,571,595,-0.019369494435805823,,15.31502779163008,32.248566172492154,13,,276,7.885714285714286
60,160,557,0.12552261980702673,,41.24561318235011,32.248566172492154,16,,124,3.5428571428571427
61,725,1068,-0.06465474333983112,,20.191656208372184,32.248566172492154,11,,62,1.7714285714285714
