https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume BTC
1638342000000,2021-12-01 07:00:00,BTC/USD,56980.0,57334.0,56861.04631789,57171.47594606,10346607.72384181,180.97499763
1638338400000,2021-12-01 06:00:00,BTC/USD,56811.0,57109.0,56718.0,56974.0,4288346.30374458,75.26847867
1638334800000,2021-12-01 05:00:00,BTC/USD,57119.0,57165.77240271,56784.0,56811.0,2719821.2410215302,47.87490523
1638331200000,2021-12-01 04:00:00,BTC/USD,57423.0,57466.0,57040.0,57101.0,3530182.08323715,61.82347215
1638327600000,2021-12-01 03:00:00,BTC/USD,57315.0,57438.0,57045.0,57423.0,4261332.59338821,74.20950827
1638324000000,2021-12-01 02:00:00,BTC/USD,57046.77021647,57379.0,56862.11249031,57314.0,8179357.043248619,142.71132783
1638320400000,2021-12-01 01:00:00,BTC/USD,57633.0,57633.0,57001.0,57051.0,4062414.4235477103,71.20671721000001
1638316800000,2021-12-01 00:00:00,BTC/USD,56988.82934176,57706.0,56712.0,57634.0,11782625.97613638,204.43880307
1638313200000,2021-11-30 23:00:00,BTC/USD,57326.0,57450.0,56835.0,56966.0,4773662.29876172,83.79844642
1638309600000,2021-11-30 22:00:00,BTC/USD,57150.0,57559.0,57071.0,57346.0,2257569.95216652,39.36752262
1638306000000,2021-11-30 21:00:00,BTC/USD,57472.0,57804.94304555,56911.0,57167.0,9862521.18227849,172.52123047
1638302400000,2021-11-30 20:00:00,BTC/USD,57673.0,57808.0,57256.0,57477.0,5438341.44691341,94.61769833
1638298800000,2021-11-30 19:00:00,BTC/USD,58373.0,58379.0,57487.0,57678.0,12192345.86816064,211.38641888
1638295200000,2021-11-30 18:00:00,BTC/USD,57454.73177414,58400.0,57300.0,58362.0,10851498.091083061,185.93430813
1638291600000,2021-11-30 17:00:00,BTC/USD,56827.0,57652.0,56555.0,57457.0,25193182.03376033,438.47019569
1638288000000,2021-11-30 16:00:00,BTC/USD,57265.0,57765.0,56569.0,56809.0,50543026.45293934,889.70104126
1638284400000,2021-11-30 15:00:00,BTC/USD,58427.0,59174.0,57255.0,57265.0,77452408.7645867,1352.52612878
1638280800000,2021-11-30 14:00:00,BTC/USD,58366.0,58553.0,58105.0,58427.0,12855717.6122615,220.0304245
1638277200000,2021-11-30 13:00:00,BTC/USD,57876.06693858,58416.0,57693.0,58366.0,11218372.322971659,192.20731801
1638273600000,2021-11-30 12:00:00,BTC/USD,57679.0,58318.0,57656.14449217,57877.0,15307950.317030262,264.49108138
1638270000000,2021-11-30 11:00:00,BTC/USD,57225.0,57783.0,57006.0,57660.0,14053391.0102676,243.72859886
1638266400000,2021-11-30 10:00:00,BTC/USD,56788.0,57271.0,56634.0,57221.0,14433459.96540956,252.24061036
1638262800000,2021-11-30 09:00:00,BTC/USD,56851.0,57004.0,56401.0,56791.03774067,6997780.257678413,123.21979904
1638259200000,2021-11-30 08:00:00,BTC/USD,56553.0,57409.0,56281.0,56861.0,21111103.18632497,371.27562277
1638255600000,2021-11-30 07:00:00,BTC/USD,56597.0,56814.90160121,56260.0,56546.0,10476817.31498794,185.27954789
1638252000000,2021-11-30 06:00:00,BTC/USD,56333.0,56634.0,55899.0,56589.0,16506878.277935369,291.69764933
1638248400000,2021-11-30 05:00:00,BTC/USD,57248.25640091,57336.0,56321.0,56352.0,16239154.639712641,288.17352782
1638244800000,2021-11-30 04:00:00,BTC/USD,57159.0,57335.58559831,57063.28742846,57249.0,2527419.2250081603,44.14783184
1638241200000,2021-11-30 03:00:00,BTC/USD,57413.0,57459.0,56841.0,57160.67838898,8238713.730601994,144.13253941
1638237600000,2021-11-30 02:00:00,BTC/USD,57344.0,57568.0,57312.89801558,57404.57532076,1856505.1639889944,32.34071768
1638234000000,2021-11-30 01:00:00,BTC/USD,57756.0,57819.0,57125.0,57357.0,8236093.7916293405,143.59352462
1638230400000,2021-11-30 00:00:00,BTC/USD,57841.0,58006.38745359,57553.0,57747.0,12136851.9558549,210.1728567
1638226800000,2021-11-29 23:00:00,BTC/USD,58135.0,58155.0,57744.24675048,57840.0,12239568.8854296,211.61080369
1638223200000,2021-11-29 22:00:00,BTC/USD,58298.0,58419.0,58135.0,58135.0,7101402.28520415,122.15364729
1638219600000,2021-11-29 21:00:00,BTC/USD,58079.0,58473.0,58043.0,58304.0,5719925.0327424,98.1051906
1638216000000,2021-11-29 20:00:00,BTC/USD,57919.0,58311.0,57781.11062872,58084.0,5420790.73267004,93.32674631
1638212400000,2021-11-29 19:00:00,BTC/USD,58698.0,58709.0,57837.0,57914.0,10971573.446163699,189.44596205
1638208800000,2021-11-29 18:00:00,BTC/USD,58663.72346296,58888.0,58565.6786588,58691.0,9925006.84052076,169.10611236
1638205200000,2021-11-29 17:00:00,BTC/USD,57514.21974433,58790.0,57491.0,58667.0,29611091.620202817,504.73164846
1638201600000,2021-11-29 16:00:00,BTC/USD,57175.0,57550.0,57064.0,57514.0,9006105.77963046,156.58980039
1638198000000,2021-11-29 15:00:00,BTC/USD,57095.0,57181.0,56885.0,57175.0,6654931.203466751,116.39582341
1638194400000,2021-11-29 14:00:00,BTC/USD,57356.0,57462.0,57008.0,57102.0,8505317.9150199,148.94956245
1638190800000,2021-11-29 13:00:00,BTC/USD,56961.0,57545.61652796,56922.47215826,57357.0,9335759.7514599,162.7658307
1638187200000,2021-11-29 12:00:00,BTC/USD,56943.67101672,57142.0,56896.0,56975.0,11984929.24995825,210.35417727
1638183600000,2021-11-29 11:00:00,BTC/USD,57187.0,57316.0,56942.0,56943.67101672,5427697.126824346,95.31695147
1638180000000,2021-11-29 10:00:00,BTC/USD,56931.0,57447.0,56883.11541739,57191.0,44624982.96715038,780.27981618
1638176400000,2021-11-29 09:00:00,BTC/USD,57310.0,57438.0,56764.0,56931.0,20635752.3285165,362.4695215
1638172800000,2021-11-29 08:00:00,BTC/USD,57586.79242307,57688.0,57275.0,57312.0,7068314.54235744,123.33044637
1638169200000,2021-11-29 07:00:00,BTC/USD,57483.0,57740.0,57462.0,57586.0,14370536.38215176,249.54913316
1638165600000,2021-11-29 06:00:00,BTC/USD,57390.0,57559.0,57390.0,57479.0,3572776.59135417,62.15794623
1638162000000,2021-11-29 05:00:00,BTC/USD,57313.0,57445.81527176,57263.0,57390.0,2679513.033462,46.6895458
1638158400000,2021-11-29 04:00:00,BTC/USD,57419.0,57720.0,57311.0,57312.28968184,3816311.8377066026,66.58801906
1638154800000,2021-11-29 03:00:00,BTC/USD,57345.0,57478.3300154,57247.0,57395.0,2939803.47126765,51.22055007
1638151200000,2021-11-29 02:00:00,BTC/USD,57701.48798944,57751.0,57339.0,57344.0,2121902.31371776,37.00303979
1638147600000,2021-11-29 01:00:00,BTC/USD,57826.0,58294.0,57572.0,57710.95112993,11283277.031383533,195.51362108
1638144000000,2021-11-29 00:00:00,BTC/USD,57329.0,57977.0,57201.0,57826.0,47040248.999851,813.4792135
1638140400000,2021-11-28 23:00:00,BTC/USD,56125.0,57469.0,56125.0,57356.0,47473090.23726568,827.69178878
1638136800000,2021-11-28 22:00:00,BTC/USD,56344.0,56777.0,56116.0,56125.0,34666575.12914,617.66726288
1638133200000,2021-11-28 21:00:00,BTC/USD,54986.11264353,56444.0,54951.0,56351.0,42846881.88044716,760.35708116
1638129600000,2021-11-28 20:00:00,BTC/USD,54681.0,55189.0,54681.0,54989.75963495,8876656.217612522,161.42380466
1638126000000,2021-11-28 19:00:00,BTC/USD,54187.0,54954.0,54132.0,54681.31897983,14229352.857159158,260.22329239
1638122400000,2021-11-28 18:00:00,BTC/USD,53937.0,54254.0,53458.0,54172.0,27644652.261429038,510.31256482
1638118800000,2021-11-28 17:00:00,BTC/USD,54261.0,54350.0,53866.0,53950.0,8102872.8300065,150.19226747
1638115200000,2021-11-28 16:00:00,BTC/USD,54355.38151797,54418.0,54023.0,54260.0,7810591.5214615995,143.94750316
1638111600000,2021-11-28 15:00:00,BTC/USD,54430.0,54487.0,54242.0,54354.0,2411600.8886994,44.3684161
1638108000000,2021-11-28 14:00:00,BTC/USD,54330.0,54590.38492985,54119.0,54427.0,4474052.574450371,82.20281431000001
1638104400000,2021-11-28 13:00:00,BTC/USD,54426.0,54458.0,54279.32414567,54351.85309333,3377403.851889433,62.13962652
1638100800000,2021-11-28 12:00:00,BTC/USD,54574.0,54699.0,54357.0,54425.0,3003640.93140825,55.18862529
1638097200000,2021-11-28 11:00:00,BTC/USD,54774.0,54919.0,54521.0,54573.26173925,5600171.862799123,102.61750323
1638093600000,2021-11-28 10:00:00,BTC/USD,54392.0,54978.0,54260.0,54783.0,11295269.98075836,206.18202692
1638090000000,2021-11-28 09:00:00,BTC/USD,54456.05982775,54539.0,54211.0,54403.0,4077340.2999660503,74.94697535
1638086400000,2021-11-28 08:00:00,BTC/USD,54584.0,54736.0,54305.0,54456.0,3374265.12867552,61.96314692
1638082800000,2021-11-28 07:00:00,BTC/USD,54556.83322791,54688.0,54491.0,54589.0,2695195.0089133102,49.37249279
1638079200000,2021-11-28 06:00:00,BTC/USD,54441.0,54657.0,54271.0,54562.28834278,3522836.3062337553,64.56540613
1638075600000,2021-11-28 05:00:00,BTC/USD,54132.0,54442.31152321,54071.0,54436.0,4924252.78893024,90.45948984
1638072000000,2021-11-28 04:00:00,BTC/USD,54187.87567463,54259.0,54011.0,54133.0,3542465.5055984403,65.44003668
1638068400000,2021-11-28 03:00:00,BTC/USD,54408.0,54481.0,54100.0,54189.90745939,4285284.445220816,79.0790139
1638064800000,2021-11-28 02:00:00,BTC/USD,54295.0,54419.0,53785.0,54394.0,11543460.0473402,212.2193633
1638061200000,2021-11-28 01:00:00,BTC/USD,54735.0,54775.0,54173.0,54294.0,5910927.61573272,108.86889188
1638057600000,2021-11-28 00:00:00,BTC/USD,54781.0,54875.0,54331.0,54736.0,7894511.59964368,144.22887313
1638054000000,2021-11-27 23:00:00,BTC/USD,54900.0,54938.0,54436.0,54791.0,6353577.095072131,115.96023243
1638050400000,2021-11-27 22:00:00,BTC/USD,54636.0,54998.0,54586.0,54891.0,6249876.21515385,113.85976235
1638046800000,2021-11-27 21:00:00,BTC/USD,54332.0,54730.0,54111.0,54630.0,9022286.286702,165.1525954
1638043200000,2021-11-27 20:00:00,BTC/USD,55008.0,55119.0,54223.0,54342.0,12538117.614255479,230.72609794
1638039600000,2021-11-27 19:00:00,BTC/USD,55031.12137001,55062.83065749,54915.0,55012.0,2317739.95170872,42.13153406
1638036000000,2021-11-27 18:00:00,BTC/USD,54961.0,55098.0,54736.0,55031.07483577,5980632.942585073,108.67737838000001
1638032400000,2021-11-27 17:00:00,BTC/USD,54988.0,55174.0,54902.0,54967.0,4417857.43340645,80.37290435
1638028800000,2021-11-27 16:00:00,BTC/USD,54969.75678661,55274.0,54880.0,54988.0,7929394.67075588,144.20227451
1638025200000,2021-11-27 15:00:00,BTC/USD,54777.0,55057.0,54696.0,54969.75678661,4377844.359215337,79.64096287
1638021600000,2021-11-27 14:00:00,BTC/USD,55064.59486981,55279.0,54771.0,54774.0,4454397.17918244,81.32320406
1638018000000,2021-11-27 13:00:00,BTC/USD,54790.0,55278.0,54732.06686104,55065.0,5689502.28037575,103.32338655
1638014400000,2021-11-27 12:00:00,BTC/USD,54682.0,54869.0,54571.0,54792.0,4152058.41625272,75.77855191
1638010800000,2021-11-27 11:00:00,BTC/USD,54796.10983909,55026.34962603,54610.0,54676.0,4022162.21095812,73.56357837
1638007200000,2021-11-27 10:00:00,BTC/USD,54666.41916732,54959.0,54387.0,54794.0,7093957.28238202,129.46595033
1638003600000,2021-11-27 09:00:00,BTC/USD,55139.53530488,55219.25055205,54623.0,54665.0,11264031.02652295,206.05563023
1638000000000,2021-11-27 08:00:00,BTC/USD,54462.0,55329.0,54462.0,55140.0,21661468.954967998,392.8449212
1637996400000,2021-11-27 07:00:00,BTC/USD,54331.38955794,54499.0,54298.0,54459.0,2842023.91132611,52.18648729
1637992800000,2021-11-27 06:00:00,BTC/USD,54328.0,54541.0,54291.0,54296.0,5373256.93600872,98.96229807
1637989200000,2021-11-27 05:00:00,BTC/USD,54533.0,54588.15053003,54325.0,54327.0,12680110.66292607,233.40347641
1637985600000,2021-11-27 04:00:00,BTC/USD,54420.0,54635.0,54312.0,54533.0,5777529.48142109,105.94556473
1637982000000,2021-11-27 03:00:00,BTC/USD,54453.0,54671.0,54343.0,54404.0,5769169.8977598,106.04311995
1637978400000,2021-11-27 02:00:00,BTC/USD,54228.0,54574.0,54206.0,54458.0,2968366.0433557597,54.50743772
1637974800000,2021-11-27 01:00:00,BTC/USD,54166.0,54371.0,53993.0,54230.0,4751916.629625,87.6252375
1637971200000,2021-11-27 00:00:00,BTC/USD,53825.0,54685.0,53711.0,54166.0,11575379.49437072,213.70194392
1637967600000,2021-11-26 23:00:00,BTC/USD,54113.0,54233.04242046,53628.0,53839.0,24226347.021384,449.977656
1637964000000,2021-11-26 22:00:00,BTC/USD,54021.0,54439.0,53898.0,54110.0,13496224.1050798,249.42199418
1637960400000,2021-11-26 21:00:00,BTC/USD,54542.0,54597.0,54011.0,54013.0,9768839.732285699,180.8608989
1637956800000,2021-11-26 20:00:00,BTC/USD,54357.0,54593.93519228,54263.0,54543.0,7471829.78198322,136.98971054
1637953200000,2021-11-26 19:00:00,BTC/USD,54131.0,54453.0,53997.0,54376.0,7935343.542512399,145.93466865
1637949600000,2021-11-26 18:00:00,BTC/USD,54252.0,54397.0,54004.0,54146.0,17375843.341235597,320.90723859999997
1637946000000,2021-11-26 17:00:00,BTC/USD,54333.0,54678.0,54207.0,54248.0,10358698.48629888,190.95079056
1637942400000,2021-11-26 16:00:00,BTC/USD,54386.0,54579.0,54123.0,54333.0,29755860.42265911,547.65723267
1637938800000,2021-11-26 15:00:00,BTC/USD,54671.0,54671.0,54291.0,54387.0,21669388.304593857,398.42955678
1637935200000,2021-11-26 14:00:00,BTC/USD,54613.0,54887.0,54331.0,54675.0,14802510.62023425,270.73636251
1637931600000,2021-11-26 13:00:00,BTC/USD,54312.0,54666.0,53990.0,54614.0,14332666.50161164,262.43575826
1637928000000,2021-11-26 12:00:00,BTC/USD,53772.0,54369.0,53555.0,54312.0,28769535.01153968,529.70862814
1637924400000,2021-11-26 11:00:00,BTC/USD,54425.0,54825.0,53755.0,53774.0,65700116.07227208,1221.78220092
1637920800000,2021-11-26 10:00:00,BTC/USD,54938.0,54949.41657693,54359.0,54425.0,50454934.174874246,927.05437161
1637917200000,2021-11-26 09:00:00,BTC/USD,55251.87627288,55504.0,54663.0,54918.0,43518445.99192926,792.42590757
1637913600000,2021-11-26 08:00:00,BTC/USD,57039.0,57045.0,54382.0,55251.0,218917756.39064312,3962.2406181
1637910000000,2021-11-26 07:00:00,BTC/USD,57615.0,57673.75211907,56671.0,57038.0,37520225.863953054,657.81103587
1637906400000,2021-11-26 06:00:00,BTC/USD,57874.0,57962.0,57500.0,57622.0,11651987.45178484,202.21421422
1637902800000,2021-11-26 05:00:00,BTC/USD,57839.0,57891.0,57520.0,57882.86910423,3180775.937888098,54.95193979
1637899200000,2021-11-26 04:00:00,BTC/USD,57943.0,58039.0,57675.0,57843.0,9966180.369792059,172.29708642
1637895600000,2021-11-26 03:00:00,BTC/USD,58250.0464414,58260.0,57892.0,57967.0,14315752.04493434,246.96382502
1637892000000,2021-11-26 02:00:00,BTC/USD,58669.0,58689.0,58214.0,58259.0,9570263.91226975,164.27099525
1637888400000,2021-11-26 01:00:00,BTC/USD,58773.0,58956.0,58656.14388209,58674.0,1950986.35257372,33.25129278
1637884800000,2021-11-26 00:00:00,BTC/USD,59017.11364499,59238.0,58725.0,58779.0,4305284.15970681,73.24527739
1637881200000,2021-11-25 23:00:00,BTC/USD,58937.0,59412.0,58863.0,59015.78236183,15434275.049636638,261.52792409
1637877600000,2021-11-25 22:00:00,BTC/USD,58854.0,58947.0,58600.0,58947.0,2078057.0082730502,35.25297315
1637874000000,2021-11-25 21:00:00,BTC/USD,58898.57204033,59073.0,58762.67862146,58866.0,2684586.4365142803,45.60504258
1637870400000,2021-11-25 20:00:00,BTC/USD,58903.79016516,59124.0,58852.6100789,58903.0,2156426.34020788,36.60978796
1637866800000,2021-11-25 19:00:00,BTC/USD,59145.0,59300.0,58756.0,58905.41464453,3855093.2797395075,65.44548244
1637863200000,2021-11-25 18:00:00,BTC/USD,59201.15881974,59264.0,59080.0,59135.0,2642629.173201,44.6880726
1637859600000,2021-11-25 17:00:00,BTC/USD,58999.86542257,59277.0,58999.86542257,59201.0,7807732.314038379,131.88514238
1637856000000,2021-11-25 16:00:00,BTC/USD,59086.0,59423.42625193,58921.0,59000.0,29626380.83731,502.14204809
1637852400000,2021-11-25 15:00:00,BTC/USD,58752.0,59164.0,58638.0,59077.01756558,12128685.531476207,205.30294235
1637848800000,2021-11-25 14:00:00,BTC/USD,58593.0,58800.0,58515.90106007,58744.0,9459069.75107584,161.02188736
1637845200000,2021-11-25 13:00:00,BTC/USD,58708.0,58888.0,58483.0,58589.0,17086470.5511299,291.6327391
1637841600000,2021-11-25 12:00:00,BTC/USD,58018.0,58777.0,57944.6906378,58701.0,17966324.643867448,306.06505245
1637838000000,2021-11-25 11:00:00,BTC/USD,58004.0,58099.0,57871.0,58019.0,5191129.115144569,89.47291603
1637834400000,2021-11-25 10:00:00,BTC/USD,57814.0,58528.0,57784.0,58005.71850783,39041382.60695489,673.06092591
1637830800000,2021-11-25 09:00:00,BTC/USD,57624.32241339,57839.0,57385.0,57814.0,3252096.00140846,56.25101189
1637827200000,2021-11-25 08:00:00,BTC/USD,57704.0,57959.0,57616.46633671,57625.0,2491051.599345,43.22866116
1637823600000,2021-11-25 07:00:00,BTC/USD,57311.0,57780.0,57311.0,57702.0,7142105.207129881,123.77569594
1637820000000,2021-11-25 06:00:00,BTC/USD,57170.0,57390.0,57133.0,57311.0,5668477.76153222,98.90732602
1637816400000,2021-11-25 05:00:00,BTC/USD,57273.0,57322.0,57067.0,57170.0,7470375.6305784,130.66950552
1637812800000,2021-11-25 04:00:00,BTC/USD,57778.0,57827.0,57221.0,57279.0,5551642.41183882,96.92282358
1637809200000,2021-11-25 03:00:00,BTC/USD,57739.29612195,57808.78726743,57613.0,57764.0,1044600.4947002799,18.08393627
1637805600000,2021-11-25 02:00:00,BTC/USD,57773.0,57870.96701893,57548.0,57738.0,4766468.3887651805,82.55340311
1637802000000,2021-11-25 01:00:00,BTC/USD,58028.0,58289.51941078,57749.30245161,57772.0,6270774.7989172,108.5434951
1637798400000,2021-11-25 00:00:00,BTC/USD,57159.0,58285.07630328,57138.56741255,58040.0,21610121.5595156,372.33152239
1637794800000,2021-11-24 23:00:00,BTC/USD,57020.0,57235.0,57001.0,57166.0,8306264.37919012,145.30077982
1637791200000,2021-11-24 22:00:00,BTC/USD,57333.0,57463.0,56893.0,57016.0,7470017.43899696,131.01616106
1637787600000,2021-11-24 21:00:00,BTC/USD,57424.0,57490.70950583,57222.0,57328.0,8641285.1383392,150.7341114
1637784000000,2021-11-24 20:00:00,BTC/USD,56863.0,57436.0,56752.0,57432.0,14532220.436624879,253.03350809
1637780400000,2021-11-24 19:00:00,BTC/USD,56818.0,56899.0,56616.0,56872.23435837,8443789.622189075,148.46945469
1637776800000,2021-11-24 18:00:00,BTC/USD,56554.97358761,57139.0,56532.0,56814.0,13122033.47793108,230.96478822
1637773200000,2021-11-24 17:00:00,BTC/USD,56621.40633645,56786.0,56505.0,56540.0,5320904.710659999,94.108679
1637769600000,2021-11-24 16:00:00,BTC/USD,56772.0,56865.0,56586.0,56621.00871526,9841554.8587908,173.81454485
1637766000000,2021-11-24 15:00:00,BTC/USD,56145.0,57153.0,56098.0,56773.0,18471163.0190332,325.3511884
1637762400000,2021-11-24 14:00:00,BTC/USD,56048.27864443,56357.0,55894.51623388,56150.0,21334403.8761135,379.95376449
1637758800000,2021-11-24 13:00:00,BTC/USD,56455.0,56863.0,56041.0,56047.63080784,15624748.869325647,278.77625948
1637755200000,2021-11-24 12:00:00,BTC/USD,56633.01777757,56769.0,56424.0,56455.0,6239014.8102037,110.51306014000001
1637751600000,2021-11-24 11:00:00,BTC/USD,56444.0,56766.0,56352.0,56634.0,5968362.81530328,105.38480092
1637748000000,2021-11-24 10:00:00,BTC/USD,56703.0,56859.0,56441.0,56441.0,8931980.70365062,158.25340982
1637744400000,2021-11-24 09:00:00,BTC/USD,56914.0,57017.0,56671.0,56696.0,9528900.359316241,168.07006419
1637740800000,2021-11-24 08:00:00,BTC/USD,56519.0,57414.0,56411.0,56906.24352487,24288344.799534593,426.81335641
1637737200000,2021-11-24 07:00:00,BTC/USD,56620.0,56719.0,56412.18841549,56511.0,9324694.976008229,165.00672393
1637733600000,2021-11-24 06:00:00,BTC/USD,56648.0,56750.4269718,56293.0,56621.0,10315803.00020819,182.19040639
1637730000000,2021-11-24 05:00:00,BTC/USD,56579.0,56788.0,56505.0,56648.0,7646617.77098864,134.98477918
1637726400000,2021-11-24 04:00:00,BTC/USD,56409.0,56769.0,56366.0,56585.75727182,5677808.594015784,100.33988883
1637722800000,2021-11-24 03:00:00,BTC/USD,56275.0,56488.0,56245.0,56413.0,20441699.14674013,362.35795201
1637719200000,2021-11-24 02:00:00,BTC/USD,57058.0,57121.0,56183.0,56259.0,21285766.51618914,378.35309046
1637715600000,2021-11-24 01:00:00,BTC/USD,57553.0,57591.0,57046.0,57058.0,10862256.16482364,190.37218558
1637712000000,2021-11-24 00:00:00,BTC/USD,57579.62257756,57762.0,57506.17069239,57553.0,5786444.81112977,100.54115009
1637708400000,2021-11-23 23:00:00,BTC/USD,57612.0,57801.0,57502.0,57577.0,3226602.47869778,56.03978114
1637704800000,2021-11-23 22:00:00,BTC/USD,57723.0,57780.0,57489.0,57611.0,3552901.53639878,61.67054098
1637701200000,2021-11-23 21:00:00,BTC/USD,57862.0,57869.0,57571.0,57723.0,5147483.3608305,89.1756035
1637697600000,2021-11-23 20:00:00,BTC/USD,57812.13927997,57862.39069437,57434.0,57862.0,11382825.35633474,196.72367627
1637694000000,2021-11-23 19:00:00,BTC/USD,57465.0,57862.0,57266.0,57812.0,7982801.32342776,138.08208198
1637690400000,2021-11-23 18:00:00,BTC/USD,57291.0,57590.0,57172.4751376,57445.0,3807393.0430869,66.27892842
1637686800000,2021-11-23 17:00:00,BTC/USD,57479.0,57694.0,57268.0,57290.59649934,7224623.365852404,126.10487248
1637683200000,2021-11-23 16:00:00,BTC/USD,56894.0,57593.0,56863.0,57471.47151883,14330778.37130889,249.35464488
1637679600000,2021-11-23 15:00:00,BTC/USD,57687.0,57824.0,56867.0,56889.0,23682310.47884898,416.28980082
1637676000000,2021-11-23 14:00:00,BTC/USD,56788.96491506,57707.0,56623.0,57688.15511269,26412312.390728086,457.84636966
1637672400000,2021-11-23 13:00:00,BTC/USD,56306.0,56924.0,56306.0,56779.0,11330748.52718978,199.55878982
1637668800000,2021-11-23 12:00:00,BTC/USD,56128.0,56454.0,56080.0,56309.0,13189483.75989838,234.23402582
1637665200000,2021-11-23 11:00:00,BTC/USD,56362.0,56552.86529565,55949.0,56124.0,25618104.10096056,456.45542194
1637661600000,2021-11-23 10:00:00,BTC/USD,56628.0,57753.0,56300.0,56366.0,49700891.2297957,881.75302895
1637658000000,2021-11-23 09:00:00,BTC/USD,56215.0,57300.0,55453.0,56624.0,107340306.84271824,1895.66803551
1637654400000,2021-11-23 08:00:00,BTC/USD,56032.0,56363.08330141,55722.0,56214.0,49349250.30128436,877.88184974
1637650800000,2021-11-23 07:00:00,BTC/USD,56381.0,56381.0,55839.98024517,56034.18896884,20045235.478046756,357.73223182
1637647200000,2021-11-23 06:00:00,BTC/USD,56548.6189095,56638.0,56134.0,56376.0,41458373.2522908,735.39047205
1637643600000,2021-11-23 05:00:00,BTC/USD,56797.0,56852.0,56383.0,56547.28044897,8108493.343251225,143.39316195
1637640000000,2021-11-23 04:00:00,BTC/USD,56959.0,57038.0,56790.0,56799.0,12186430.99535718,214.55361882
1637636400000,2021-11-23 03:00:00,BTC/USD,56934.0,57282.0,56819.0,56975.0,8550362.006537,150.07217212
1637632800000,2021-11-23 02:00:00,BTC/USD,56893.0,56969.0,56663.0,56930.0,9379478.1187084,164.75457788
1637629200000,2021-11-23 01:00:00,BTC/USD,56626.0,56954.0,56480.0,56888.0,8968468.629505841,157.65132593
1637625600000,2021-11-23 00:00:00,BTC/USD,56282.0,56839.0,56014.0,56610.0,13011086.6596629,229.83724889
1637622000000,2021-11-22 23:00:00,BTC/USD,56739.0,56748.0,56257.0,56281.06370152,13874219.494877731,246.51665378
1637618400000,2021-11-22 22:00:00,BTC/USD,56275.0,56798.0,56130.0,56739.22279595,18059379.779476393,318.28740137
1637614800000,2021-11-22 21:00:00,BTC/USD,55905.0,56504.29799427,55714.0,56281.0,29514021.44749016,524.40470936
1637611200000,2021-11-22 20:00:00,BTC/USD,56049.0,56399.0,55778.0,55906.51160178,39859672.58516138,712.97012536
1637607600000,2021-11-22 19:00:00,BTC/USD,56505.0,57143.0,55872.0,56045.0,68495165.91689806,1222.14588129
1637604000000,2021-11-22 18:00:00,BTC/USD,57467.0,57476.17548771,56500.0,56513.0,39033359.08516054,690.69699158
1637600400000,2021-11-22 17:00:00,BTC/USD,57751.0,57798.0,57335.45643388,57459.0,25964202.87599574,451.87355986
1637596800000,2021-11-22 16:00:00,BTC/USD,58227.0,58277.32021632,57661.0,57752.0,14603113.38901208,252.85900729
1637593200000,2021-11-22 15:00:00,BTC/USD,58302.0,58496.0,58022.45522455,58227.0,22808410.75640907,391.71536841
1637589600000,2021-11-22 14:00:00,BTC/USD,58925.0,59089.0,58208.0,58299.05726843,29427928.17125846,504.77536945
1637586000000,2021-11-22 13:00:00,BTC/USD,57234.0,59456.0,56671.0,58921.59696687,55960707.62352223,949.74865761
1637582400000,2021-11-22 12:00:00,BTC/USD,57252.0,58067.0,57125.0,57241.0,18957378.010877628,331.18530443
1637578800000,2021-11-22 11:00:00,BTC/USD,57412.01423793,57589.0,57231.0,57249.0,5571443.62327005,97.31949245
1637575200000,2021-11-22 10:00:00,BTC/USD,57213.0,57478.13822285,57048.0,57411.46953035,5300792.571531044,92.32985351
1637571600000,2021-11-22 09:00:00,BTC/USD,57444.0,57877.0,57212.60249718,57212.60249718,6872231.840299376,120.11744861
1637568000000,2021-11-22 08:00:00,BTC/USD,57349.0,57638.0,57340.87630725,57444.0,3204157.85307084,55.77880811
1637564400000,2021-11-22 07:00:00,BTC/USD,57386.65825011,57833.0,57344.0,57351.0,7661613.23031804,133.59162404
1637560800000,2021-11-22 06:00:00,BTC/USD,57515.29411765,57535.0,57130.0,57386.0,12290638.67491922,214.17486277
1637557200000,2021-11-22 05:00:00,BTC/USD,57160.0,57519.0,56905.0,57515.0,14096562.81137445,245.09367663
1637553600000,2021-11-22 04:00:00,BTC/USD,57469.0,57603.50224244,57146.0,57160.37971412,12530028.731629333,219.20828368
1637550000000,2021-11-22 03:00:00,BTC/USD,57766.0,57845.90508268,57217.0,57465.0,17263854.9208863,300.42382182
1637546400000,2021-11-22 02:00:00,BTC/USD,58136.0,58199.0,57424.0,57772.6205028,13145967.536219273,227.54667214
1637542800000,2021-11-22 01:00:00,BTC/USD,58224.0,58329.0,57805.0,58146.0,10685576.6941275,183.77148375
1637539200000,2021-11-22 00:00:00,BTC/USD,58702.0,58829.0,58083.0,58225.0,20071522.77202725,344.72344821
1637535600000,2021-11-21 23:00:00,BTC/USD,59187.33736325,59338.51239233,58632.0,58691.0,9225114.60311902,157.18107722
1637532000000,2021-11-21 22:00:00,BTC/USD,59554.0,59611.08997259,59010.750261,59179.0,6361882.60983324,107.50236756
1637528400000,2021-11-21 21:00:00,BTC/USD,59687.0,59756.0,59472.0,59552.0,2835165.2653183998,47.6082292
