,ma1_length,ma2_length,cumulative_return,cumulative_baseline_return,profitable_quarters,total_trades,quarters_beating_baseline_results,strategy_quarterly_stdev,baseline_quarterly_stdev
83,519,540,0.09770515624912801,-0.020262352725916366,3,18,0.5,0.07914413597239195,0.06036964673126732
84,139,404,-0.2867602627099767,-0.020262352725916366,2,10,0.25,0.0858465547323926,0.05819967066405502
85,956,1090,0.047295426033375554,-0.020262352725916366,3,4,0.29,0.04616204858891097,0.06159448099636615
86,232,869,-0.14561515587795892,-0.020262352725916366,1,5,0.43,0.06353144803367101,0.0542902511002081
87,564,983,0.08729750399427005,-0.020262352725916366,2,2,0.29,0.09394045697665471,0.05373952431683031
88,796,803,0.008373803002344804,-0.020262352725916366,2,18,0.14,0.12552767461314468,0.05683789340857178
89,910,1040,0.17221005308862214,-0.020262352725916366,4,4,0.57,0.05702286320832859,0.059968906777345794
90,261,364,-0.367215040692087,-0.020262352725916366,1,11,0.12,0.08439928952459283,0.05856970045830984
91,532,656,0.22351800233405283,-0.020262352725916366,2,8,0.38,0.13338323270359784,0.06460809511303099
92,271,1059,0.0945932292225442,-0.020262352725916366,3,3,0.57,0.03586939057857205,0.0662819731561261
93,908,1073,0.1322072678199091,-0.020262352725916366,4,4,0.57,0.04626709177695461,0.06219886080680595
94,277,604,-0.11515694507307328,-0.020262352725916366,3,4,0.25,0.09985452344340981,0.061379499040460916
95,298,533,-0.1132532998815905,-0.020262352725916366,3,6,0.38,0.07688116594652071,0.05975963985993724
96,140,533,-0.17659569717846646,-0.020262352725916366,2,8,0.25,0.07011241280099637,0.05975963985993724
97,1024,1030,0.03887148428911069,-0.020262352725916366,3,18,0.43,0.059881739701275666,0.05686550292392984
98,622,931,0.1607016592830841,-0.020262352725916366,2,4,0.29,0.12253113096045769,0.054198217232068
99,890,995,0.23962074096087083,-0.020262352725916366,3,4,0.71,0.07627657365146814,0.05274258888811645
