,ma1_length,ma2_length,cumulative_return,cumulative_baseline_return,profitable_quarters,total_trades,quarters_beating_baseline_results,strategy_quarterly_stdev,baseline_quarterly_stdev
85,1072,1072,0.0,-0.020262352725916366,0,0,0.43,0.0,0.06270679557250515
86,1071,1090,-0.03031047920647545,-0.020262352725916366,2,10,0.43,0.05215250116617647,0.06159448099636615
87,83,395,-0.05977416838722438,-0.020262352725916366,3,10,0.5,0.04762453899340598,0.05886763374379205
88,638,972,0.08239877581006905,-0.020262352725916366,2,4,0.71,0.039552081766752414,0.05308064525567223
89,535,1023,0.07121804892253714,-0.020262352725916366,2,1,0.43,0.0365590748549786,0.058180121054266835
90,207,456,-0.1832499296355834,-0.020262352725916366,1,10,0.25,0.06321523726772671,0.05886763374379205
91,449,1066,0.08188427893185679,-0.020262352725916366,3,1,0.43,0.03630224175162957,0.06326360789156787
92,937,1066,0.12833626226527795,-0.020262352725916366,3,4,0.43,0.03702853605210081,0.06326360789156787
93,777,939,0.10327436932397105,-0.020262352725916366,2,4,0.71,0.04052674198983674,0.05276304297324139
94,1012,1025,0.021509344929177,-0.020262352725916366,3,10,0.29,0.052334320702620826,0.05734637210511006
95,481,594,0.06604904950085011,-0.020262352725916366,2,8,0.5,0.03408537049528636,0.05905453166083269
96,407,491,0.006445050104094241,-0.020262352725916366,3,10,0.62,0.06918597932822984,0.05630442429911678
97,45,227,-0.09291766776255195,-0.020262352725916366,2,17,0.25,0.053550676141963544,0.0567323722122446
98,368,501,0.028067828628372427,-0.020262352725916366,3,8,0.38,0.046584502751700486,0.055592410055028435
99,54,581,-0.02645119617101588,-0.020262352725916366,2,12,0.25,0.04481623385238888,0.0551136801489021
