,ma,buy_threshold,take_profit_threshold,stop_loss_threshold,median_return_rate,stdev_return_rate,cumulative_return,cumulative_baseline_return,profitable_quarters,sharpe_ratio,total_trades,mean_trades_per_quarter
27,805,0.72,0.72,0.56,0.0,,0.0,32.248566172492154,0,,0,0.0
28,92,0.68,0.35,0.46,0.0,,0.0,32.248566172492154,0,,0,0.0
29,479,0.04,0.71,0.59,0.04085803456852699,,35.24813788488973,32.248566172492154,18,,3,0.08571428571428572
30,695,0.24,0.56,0.54,0.0005584484756151475,,14.498506355986235,32.248566172492154,16,,7,0.2
31,441,0.67,0.28,0.13,0.0,,0.0,32.248566172492154,0,,0,0.0
32,317,0.33,0.93,0.53,0.04085803456852721,,132.58695652173913,32.248566172492154,18,,1,0.02857142857142857
33,204,0.85,0.16,0.12,0.0,,0.0,32.248566172492154,0,,0,0.0
34,301,0.81,0.74,0.13,0.0,,0.0,32.248566172492154,0,,0,0.0
35,1003,0.76,0.14,0.72,0.0,,0.0,32.248566172492154,0,,0,0.0
36,700,0.85,0.67,0.84,0.0,,0.0,32.248566172492154,0,,0,0.0
37,250,0.44,0.73,0.37,0.0,,0.19869888475836417,32.248566172492154,1,,2,0.05714285714285714
38,670,0.64,0.23,0.04,0.0,,0.0,32.248566172492154,0,,0,0.0
39,105,0.1,0.13,0.92,0.08499479058494708,,16.562865367311783,32.248566172492154,19,,61,1.7428571428571429
40,75,0.74,0.82,0.14,0.0,,0.0,32.248566172492154,0,,0,0.0
41,490,0.27,0.49,0.44,0.0,,23.093541140299624,32.248566172492154,15,,15,0.42857142857142855
42,1086,0.25,0.46,0.15,0.0,,2.027995911972303,32.248566172492154,10,,2430,69.42857142857143
43,883,0.98,0.32,0.49,0.0,,0.0,32.248566172492154,0,,0,0.0
44,1049,0.44,0.04,0.71,0.0,,1.3776120810286416,32.248566172492154,3,,4,0.11428571428571428
45,644,0.18,0.37,0.01,0.006066833235413238,,1.4411385461794368,32.248566172492154,16,,2968,84.8
46,469,0.59,0.21,0.22,0.0,,0.0,32.248566172492154,0,,0,0.0
47,117,0.01,0.93,0.68,0.04085803456852721,,28.157769869513647,32.248566172492154,18,,1,0.02857142857142857
48,597,0.78,0.08,0.99,0.0,,0.0,32.248566172492154,0,,0,0.0
49,810,0.15,0.08,0.79,0.032248863817109674,,1.2997940176964105,32.248566172492154,17,,45,1.2857142857142858
50,742,0.38,0.05,0.77,0.0,,1.0056848175176927,32.248566172492154,3,,4,0.11428571428571428
51,185,0.93,0.28,0.03,0.0,,0.0,32.248566172492154,0,,0,0.0
52,576,0.26,0.09,0.74,0.0,,1.6548050411250257,32.248566172492154,9,,18,0.5142857142857142
53,766,0.03,0.87,0.21,0.04085803456852699,,16.242852653084555,32.248566172492154,18,,2515,71.85714285714286
54,937,0.99,0.39,0.6,0.0,,0.0,32.248566172492154,0,,0,0.0
55,510,0.24,0.57,0.05,0.0,,0.7175579593804629,32.248566172492154,8,,774,22.114285714285714
56,187,0.7,0.77,0.19,0.0,,0.0,32.248566172492154,0,,0,0.0
57,281,0.74,0.65,0.27,0.0,,0.0,32.248566172492154,0,,0,0.0
58,608,0.81,0.85,0.33,0.0,,0.0,32.248566172492154,0,,0,0.0
59,465,0.3,0.21,0.0,0.0,,0.3657435997533869,32.248566172492154,4,,264,7.542857142857143
60,403,0.14,0.58,0.34,0.04085803456852699,,47.225268656237894,32.248566172492154,18,,91,2.6
61,391,0.71,0.22,0.28,0.0,,0.0,32.248566172492154,0,,0,0.0
62,985,0.02,0.54,0.2,0.041907810099608644,,44.732854532608656,32.248566172492154,18,,3833,109.51428571428572
63,422,0.43,0.71,0.44,0.0,,4.598390267670046,32.248566172492154,8,,3,0.08571428571428572
64,158,0.82,0.29,0.43,0.0,,0.0,32.248566172492154,0,,0,0.0
65,698,0.04,0.9,0.87,0.04085803456852699,,40.58429149020099,32.248566172492154,18,,3,0.08571428571428572
66,959,0.23,0.64,0.13,0.0,,2.5075967515649826,32.248566172492154,9,,2648,75.65714285714286
67,370,0.7,0.85,0.58,0.0,,0.0,32.248566172492154,0,,0,0.0
68,825,0.0,0.21,0.54,0.037058152793614685,,5.722591954770835,32.248566172492154,21,,49,1.4
69,536,0.07,0.77,0.59,0.04085803456852699,,38.562887768878966,32.248566172492154,18,,3,0.08571428571428572
70,871,0.39,0.61,0.61,0.0,,4.09635520212061,32.248566172492154,7,,2,0.05714285714285714
71,560,0.5,0.04,0.64,0.0,,0.5240009293680297,32.248566172492154,2,,2,0.05714285714285714
72,906,0.99,0.89,0.6,0.0,,0.0,32.248566172492154,0,,0,0.0
73,219,0.59,0.67,0.78,0.0,,0.0,32.248566172492154,0,,0,0.0
74,443,0.77,0.7,0.08,0.0,,0.0,32.248566172492154,0,,0,0.0
75,606,0.48,0.09,0.65,0.0,,0.6120817843866169,32.248566172492154,2,,2,0.05714285714285714
76,350,0.74,0.2,0.48,0.0,,0.0,32.248566172492154,0,,0,0.0
77,915,0.84,0.53,0.56,0.0,,0.0,32.248566172492154,0,,0,0.0
78,199,0.67,0.76,0.15,0.0,,0.0,32.248566172492154,0,,0,0.0
79,435,0.88,0.67,0.8,0.0,,0.0,32.248566172492154,0,,0,0.0
80,262,0.23,0.82,0.87,0.04213631195208656,,52.510989237063484,32.248566172492154,19,,1,0.02857142857142857
81,447,0.71,0.76,0.42,0.0,,0.0,32.248566172492154,0,,0,0.0
82,827,0.94,0.55,0.78,0.0,,0.0,32.248566172492154,0,,0,0.0
83,732,0.91,0.43,0.14,0.0,,0.0,32.248566172492154,0,,0,0.0
84,360,0.86,0.7,0.21,0.0,,0.0,32.248566172492154,0,,0,0.0
85,628,0.77,0.95,0.64,0.0,,0.0,32.248566172492154,0,,0,0.0
86,791,0.5,0.12,0.78,0.0,,2.181349311144753,32.248566172492154,3,,4,0.11428571428571428
87,932,0.47,0.12,0.98,0.0,,1.6719444986959036,32.248566172492154,3,,4,0.11428571428571428
88,293,0.42,0.3,0.83,0.0,,7.15784613490386,32.248566172492154,5,,2,0.05714285714285714
89,1001,0.75,0.76,0.38,0.0,,0.0,32.248566172492154,0,,0,0.0
90,533,0.97,0.32,0.97,0.0,,0.0,32.248566172492154,0,,0,0.0
91,581,0.41,0.82,0.66,-0.07311306901615267,,2.7960217445021,32.248566172492154,11,,1,0.02857142857142857
92,44,0.07,0.86,0.46,0.04085803456852699,,27.811552752804378,32.248566172492154,18,,1,0.02857142857142857
93,1054,0.31,0.82,0.56,0.0,,2.2051814702049954,32.248566172492154,13,,3,0.08571428571428572
94,1010,0.93,0.73,0.57,0.0,,0.0,32.248566172492154,0,,0,0.0
95,1043,0.02,0.45,0.68,0.04085803456852721,,38.3202463222264,32.248566172492154,18,,15,0.42857142857142855
96,461,0.28,0.45,0.58,0.0,,64.25719385370839,32.248566172492154,15,,9,0.2571428571428571
97,722,0.06,0.37,0.97,0.04085803456852699,,29.29421140549634,32.248566172492154,18,,17,0.4857142857142857
98,18,0.5,0.23,0.04,0.0,,0.0,32.248566172492154,0,,0,0.0
99,862,0.36,0.7,0.96,-0.07311306901615267,,1.6148936170212767,32.248566172492154,10,,1,0.02857142857142857
