,ma1_length,ma2_length,median_return_rate,stdev_return_rate,cumulative_return,cumulative_baseline_return,profitable_quarters,sharpe_ratio,total_trades,mean_trades_per_quarter
26,71,594,0.03685969034929082,,23.809221576536743,32.248566172492154,17,,148,4.228571428571429
27,158,927,0.03687186350426663,,33.229618021563226,32.248566172492154,17,,77,2.2
28,153,932,0.036872816982223666,,32.71194130605019,32.248566172492154,17,,79,2.257142857142857
29,1032,1052,0.03462257159782878,,34.31956625836525,32.248566172492154,17,,164,4.685714285714286
30,501,729,0.03687444626734049,,29.394948727187387,32.248566172492154,17,,98,2.8
31,976,1022,0.03465962878491191,,39.14269826129729,32.248566172492154,17,,125,3.5714285714285716
32,558,710,0.03687254669999973,,28.166395014726127,32.248566172492154,17,,115,3.2857142857142856
33,825,888,0.031858072365206214,,33.75087124948584,32.248566172492154,17,,122,3.4857142857142858
34,318,836,0.03687077494798929,,29.95692133378294,32.248566172492154,17,,77,2.2
35,505,948,0.03687283950592146,,32.90081601171571,32.248566172492154,17,,68,1.9428571428571428
36,169,1000,0.03687343263985987,,40.847194397897994,32.248566172492154,17,,62,1.7714285714285714
37,2,1067,0.028071945857676583,,17.28249392259402,32.248566172492154,16,,386,11.028571428571428
38,45,988,0.036872734395568374,,34.05705899553776,32.248566172492154,17,,129,3.6857142857142855
39,68,1020,0.03687365788559527,,37.24736774462703,32.248566172492154,17,,95,2.7142857142857144
40,1039,1090,0.034318913643883286,,40.705751244389354,32.248566172492154,17,,111,3.1714285714285713
41,416,712,0.036865798436974684,,29.169830201311306,32.248566172492154,17,,99,2.8285714285714287
42,46,764,0.03685773978952689,,24.051009284468517,32.248566172492154,17,,165,4.714285714285714
43,763,779,0.031851589224629606,,14.88433201844226,32.248566172492154,17,,241,6.885714285714286
44,111,475,0.031353081547724315,,19.62610992120655,32.248566172492154,17,,149,4.257142857142857
45,640,833,0.031814918960742844,,33.61464753483107,32.248566172492154,17,,82,2.342857142857143
46,78,214,0.020867661632669288,,10.533177408710612,32.248566172492154,17,,368,10.514285714285714
47,918,998,0.034875753923701236,,40.99928587466906,32.248566172492154,17,,103,2.942857142857143
48,1018,1041,0.03467051504768959,,35.41671898608637,32.248566172492154,17,,160,4.571428571428571
49,56,755,0.0368620613075783,,24.39246697962204,32.248566172492154,17,,154,4.4
50,423,495,0.03687012935187228,,17.108237990031487,32.248566172492154,17,,197,5.628571428571429
51,950,981,0.034693032382033806,,32.46754906597592,32.248566172492154,17,,154,4.4
52,93,541,0.036862061307578076,,19.617736696375626,32.248566172492154,17,,148,4.228571428571429
53,975,1035,0.034821582910584015,,40.58689967905076,32.248566172492154,17,,116,3.3142857142857145
54,43,729,0.03685918018295453,,23.963803962050488,32.248566172492154,17,,181,5.171428571428572
55,212,560,0.0368608457782027,,26.817901138271647,32.248566172492154,17,,113,3.2285714285714286
56,630,1049,0.03188035816093815,,34.264523539688135,32.248566172492154,17,,64,1.8285714285714285
57,782,1080,0.03421400090305893,,44.9146102420384,32.248566172492154,17,,64,1.8285714285714285
58,684,1055,0.03185746457077698,,38.72889506162484,32.248566172492154,17,,60,1.7142857142857142
59,855,960,0.034846154138276075,,37.094955413311624,32.248566172492154,17,,101,2.8857142857142857
60,618,1073,0.03189778160123824,,34.772076757578326,32.248566172492154,17,,57,1.6285714285714286
61,832,943,0.03475381636482999,,36.304099785460515,32.248566172492154,17,,103,2.942857142857143
62,76,385,0.026251295282171183,,15.898578529003142,32.248566172492154,17,,223,6.371428571428571
63,141,510,0.03142101950588638,,20.181003254810925,32.248566172492154,17,,141,4.0285714285714285
64,695,1027,0.03186131393549463,,34.30010467392703,32.248566172492154,17,,72,2.057142857142857
65,977,1070,0.03456735350652562,,40.9839224215697,32.248566172492154,17,,101,2.8857142857142857
66,82,889,0.036865175529454675,,29.349751520465453,32.248566172492154,17,,105,3.0
67,1001,1077,0.03452756251097644,,40.661096275043064,32.248566172492154,17,,102,2.914285714285714
