,ma1_length,ma2_length,median_return_rate,stdev_return_rate,cumulative_return,cumulative_baseline_return,profitable_quarters,sharpe_ratio
43,437,829,0.08198023910787455,0.6507089016828785,14.065767318097135,8.866619193689745,12,0.09860514994164991
44,957,1072,0.0,0.5174206634363006,9.972696270998378,8.866619193689745,8,0.09023989419544229
45,965,982,0.03650536072921318,0.5750542007793101,6.934805851339435,8.866619193689745,10,0.08203112654580844
46,327,777,0.11616170490418365,0.6643604698916157,14.303353099181349,8.866619193689745,11,0.09581327465013331
47,433,651,0.24032208616137685,0.620119547415656,36.45499347100222,8.866619193689745,13,0.11888955287914701
48,596,609,0.12352071232627182,0.6270776759369858,17.539139418328077,8.866619193689745,12,0.10120535219134602
49,390,1050,0.10272096541277476,0.6494747595792036,16.291981882519778,8.866619193689745,10,0.10014547610088988
50,434,833,0.08825012352016293,0.6490004819056778,14.400462079520764,8.866619193689745,12,0.0991484685975718
51,443,919,0.056775850995504085,0.6277289963423506,13.509607668673468,8.866619193689745,10,0.0985993820722884
52,994,1075,0.0,0.5381315235962602,7.33130836100006,8.866619193689745,8,0.0830565552837095
53,549,727,0.1053782078982004,0.6423212620606648,13.806369454414616,8.866619193689745,10,0.09712477295998619
54,807,994,0.05963657154457125,0.5758155345723841,10.905436866388268,8.866619193689745,9,0.09061629842188591
55,891,1095,-0.029860136944958038,0.569535700533734,8.168374334280651,8.866619193689745,7,0.0860626658148669
56,566,1021,0.08795923367294312,0.578098008160743,10.995490704379677,8.866619193689745,10,0.09032580091052951
57,335,354,0.15363597165309906,0.6718452292121043,4.695479355491143,8.866619193689745,10,0.07113185990800147
58,1078,1086,0.11163455312688386,0.6066096801094135,9.215452797410913,8.866619193689745,9,0.09151495500521539
59,1057,1080,0.0258580369273258,0.5344801145796464,6.212334838623395,8.866619193689745,9,0.0825945805319148
60,1052,1055,0.01577329838199404,0.5936996861144809,5.036170409365389,8.866619193689745,9,0.07365656489046486
61,1031,1059,0.024782608695651964,0.5656530134742295,4.559327081730518,8.866619193689745,9,0.07247011912875055
62,1048,1060,0.015343998916894197,0.5766818326836624,5.258553919661026,8.866619193689745,9,0.07419982541565563
63,548,878,0.15146472804386635,0.6203743009478999,13.600334385599107,8.866619193689745,11,0.09779294296783955
64,584,1051,0.09781921733984178,0.575093387699509,10.406288297205297,8.866619193689745,9,0.09013135895942087
65,338,1008,0.09085458508153632,0.6503470354826018,22.194827495794424,8.866619193689745,11,0.10514720488234922
66,1095,1095,0.0,0.0,0.0,8.866619193689745,0,
67,1070,1080,0.07003803982993961,0.5874411682653256,7.606326033877451,8.866619193689745,9,0.08715298954739736
68,642,701,0.05411730325798492,0.6174883704468719,11.00445917697624,8.866619193689745,11,0.0915246226450027
69,514,690,0.1519725823460083,0.6557989294059593,21.882267025062532,8.866619193689745,13,0.10882883227084546
70,195,556,0.19516474112109572,0.714767650097052,21.228500934758376,8.866619193689745,12,0.10291875051087826
