,ma1_length,ma2_length,median_return_rate,stdev_return_rate,cumulative_return,cumulative_baseline_return,profitable_quarters,sharpe_ratio,total_trades,mean_trades_per_quarter
0,987,1029,0.0,,35.1898760093284,32.248566172492154,14,,131,3.742857142857143
1,30,381,0.09995640806024753,,247.78010450428036,32.248566172492154,19,,297,8.485714285714286
2,742,771,0.06540811109542566,,58.85795906605396,32.248566172492154,20,,198,5.6571428571428575
3,96,210,0.03127982826034237,,84.65703996191692,32.248566172492154,18,,375,10.714285714285714
4,109,518,0.06615277550561616,,65.27204832206003,32.248566172492154,18,,148,4.228571428571429
5,901,1010,0.0,,54.92667143447852,32.248566172492154,14,,97,2.7714285714285714
6,440,960,0.0,,26.709704763537488,32.248566172492154,13,,69,1.9714285714285715
7,616,1090,0.0,,14.444671198608814,32.248566172492154,10,,59,1.6857142857142857
8,355,979,-0.030897727272727105,,47.461240616938504,32.248566172492154,14,,62,1.7714285714285714
9,1075,1082,0.0,,84.23244114474491,32.248566172492154,15,,240,6.857142857142857
10,844,1014,0.0,,60.692970034275724,32.248566172492154,13,,79,2.257142857142857
11,727,943,0.0,,49.5714820464834,32.248566172492154,13,,77,2.2
12,745,920,0.0,,56.70013067027199,32.248566172492154,14,,83,2.3714285714285714
13,754,949,0.0,,58.711350897633,32.248566172492154,14,,77,2.2
14,470,971,0.0,,23.219297749166696,32.248566172492154,13,,68,1.9428571428571428
15,482,578,0.04634871424823572,,34.665117832124125,32.248566172492154,16,,171,4.885714285714286
16,780,912,0.0,,36.64028106044794,32.248566172492154,13,,97,2.7714285714285714
17,244,834,0.0,,87.24658284850199,32.248566172492154,15,,81,2.3142857142857145
18,471,552,0.021575681038901617,,23.869612859658258,32.248566172492154,16,,175,5.0
19,95,322,0.0543388918604224,,92.14439024203452,32.248566172492154,18,,240,6.857142857142857
20,934,976,0.0029619205027080486,,47.623249295497324,32.248566172492154,16,,134,3.8285714285714287
21,69,422,0.032381201266319826,,158.80988469504743,32.248566172492154,17,,212,6.057142857142857
22,726,915,0.0,,67.31838544977307,32.248566172492154,15,,80,2.2857142857142856
23,1092,1092,0.0,,0.0,32.248566172492154,0,,0,0.0
24,148,497,0.11358627546327527,,50.89056942037697,32.248566172492154,17,,143,4.085714285714285
25,3,888,0.0,,36.71182425960059,32.248566172492154,14,,414,11.82857142857143
26,755,775,0.07719379737787269,,55.071994513856104,32.248566172492154,18,,232,6.628571428571429
27,630,924,0.01713727172449575,,88.866731161037,32.248566172492154,17,,76,2.1714285714285713
28,319,924,0.05563666011559043,,67.317756511815,32.248566172492154,15,,68,1.9428571428571428
29,1088,1093,0.034377110210698,,78.79076869454936,32.248566172492154,18,,269,7.685714285714286
30,8,473,0.045277683318395656,,393.66786673636176,32.248566172492154,21,,400,11.428571428571429
31,690,814,0.004845699139372384,,45.52181935217611,32.248566172492154,16,,103,2.942857142857143
32,595,1036,0.0,,20.786760590804867,32.248566172492154,13,,66,1.8857142857142857
33,450,780,0.07321263660858013,,45.75974627426775,32.248566172492154,16,,82,2.342857142857143
34,330,947,0.0631578947368423,,49.8390460150099,32.248566172492154,15,,72,2.057142857142857
35,163,765,0.037300026230660865,,77.9457220783498,32.248566172492154,16,,101,2.8857142857142857
36,228,917,-0.13701407359632334,,24.942093023432104,32.248566172492154,12,,77,2.2
37,85,841,0.0482482434473992,,43.251531307251376,32.248566172492154,15,,108,3.085714285714286
38,415,708,0.08217511520737308,,131.1612191370183,32.248566172492154,20,,103,2.942857142857143
39,332,349,0.051959537719918236,,13.296859303990963,32.248566172492154,18,,457,13.057142857142857
40,115,637,0.005348719676549818,,83.72980067280362,32.248566172492154,17,,130,3.7142857142857144
41,711,935,0.0,,67.92002557153577,32.248566172492154,15,,78,2.2285714285714286
42,34,320,0.0633880972755716,,126.06675419421424,32.248566172492154,21,,331,9.457142857142857
43,263,310,0.04374397097941829,,17.58148703529575,32.248566172492154,16,,325,9.285714285714286
44,943,978,0.0028171862761985356,,34.33434364107004,32.248566172492154,16,,150,4.285714285714286
45,86,394,0.06264397773335051,,89.00795770767198,32.248566172492154,18,,203,5.8
46,134,434,0.10655221692394967,,56.93157651185433,32.248566172492154,16,,163,4.6571428571428575
47,752,1026,-0.05740399650240369,,47.60677450541679,32.248566172492154,10,,65,1.8571428571428572
48,318,323,0.05354690322359468,,16.064456170119712,32.248566172492154,18,,850,24.285714285714285
49,92,895,0.0,,67.18159970253195,32.248566172492154,14,,94,2.6857142857142855
50,148,970,0.04520066720582272,,36.69488843087863,32.248566172492154,14,,75,2.142857142857143
51,0,117,0.0,,0.0,32.248566172492154,0,,0,0.0
52,575,602,0.003953091157502087,,50.608316416218734,32.248566172492154,16,,267,7.628571428571429
53,274,871,-0.060328616426120085,,47.07225532883236,32.248566172492154,13,,70,2.0
54,516,525,0.02765667574931885,,44.78729289721854,32.248566172492154,18,,464,13.257142857142858
55,879,1017,0.0,,63.942366379266616,32.248566172492154,14,,87,2.4857142857142858
56,574,774,0.0,,46.555448760969185,32.248566172492154,14,,92,2.6285714285714286
57,121,230,0.023704372408652752,,38.036396011102326,32.248566172492154,19,,339,9.685714285714285
58,588,872,0.0,,32.04412444936001,32.248566172492154,15,,76,2.1714285714285713
59,127,689,0.0026882849582055,,98.34407945303835,32.248566172492154,16,,108,3.085714285714286
60,211,555,0.06431483998517251,,122.95213572551128,32.248566172492154,18,,119,3.4
61,887,1039,0.0,,60.45299197654978,32.248566172492154,14,,83,2.3714285714285714
