,ma1_length,ma2_length,median_return_rate,stdev_return_rate,cumulative_return,cumulative_baseline_return,profitable_quarters,sharpe_ratio
0,65,1036,-0.18710178667072508,,40.888623485173085,32.248566172492154,13,
1,714,976,0.0,,59.10623727766974,32.248566172492154,15,
2,912,969,0.0,,68.71162951344185,32.248566172492154,15,
3,892,998,0.0,,63.80393459558243,32.248566172492154,15,
4,313,979,-0.10250756877714884,,39.63437609641726,32.248566172492154,12,
5,1091,1094,0.04907820086562231,,91.49853571286805,32.248566172492154,18,
6,340,591,0.0,,20.831666844681088,32.248566172492154,15,
7,1038,1066,-0.011278884984182058,,34.133841434883955,32.248566172492154,13,
8,204,852,0.0,,51.52213246906607,32.248566172492154,15,
9,825,846,0.017875655927549694,,104.98476961023083,32.248566172492154,18,
10,823,931,0.009096320277973469,,65.130001162204,32.248566172492154,16,
11,125,983,-0.09484053032319895,,21.46970238520516,32.248566172492154,13,
12,559,839,0.0,,52.47843294964031,32.248566172492154,13,
13,965,1092,0.0,,24.602144561174562,32.248566172492154,13,
14,478,830,0.0,,36.79300323556,32.248566172492154,14,
15,678,940,0.026288650276558467,,82.39863441604881,32.248566172492154,17,
16,463,515,0.013448319821338428,,21.587946919902674,32.248566172492154,15,
17,247,831,0.0,,77.98811117813568,32.248566172492154,15,
18,479,900,0.0,,34.22162779080922,32.248566172492154,13,
19,139,870,0.0,,59.18936231642134,32.248566172492154,14,
20,257,340,0.015746956324996564,,15.20274388210542,32.248566172492154,16,
21,463,1011,0.0,,26.058977267921694,32.248566172492154,11,
22,794,937,0.0,,49.83466223088609,32.248566172492154,15,
23,424,790,0.0713784465269558,,65.31527079268886,32.248566172492154,15,
24,379,761,0.02891100659885537,,49.2946541058191,32.248566172492154,16,
25,822,905,0.027907021624211215,,66.12058479233572,32.248566172492154,16,
26,889,1041,0.0,,53.84788124260843,32.248566172492154,13,
27,590,1019,0.0,,31.580452184562404,32.248566172492154,15,
28,1024,1090,0.0,,68.55669053909904,32.248566172492154,15,
29,378,959,-0.0410091432441585,,49.94341926996159,32.248566172492154,14,
30,887,1090,0.0,,21.238959507587076,32.248566172492154,12,
31,421,1016,0.0,,32.26418632415933,32.248566172492154,11,
32,1007,1029,0.041266360139764924,,27.29429687786157,32.248566172492154,17,
33,854,919,0.0,,30.54353637166208,32.248566172492154,15,
34,524,759,0.051040031772786376,,31.336827407706345,32.248566172492154,16,
35,304,392,0.03557040976479531,,37.198973962383086,32.248566172492154,19,
36,774,775,0.011696056778422559,,33.24949607411849,32.248566172492154,17,
37,512,1059,0.0,,26.668492015083572,32.248566172492154,12,
38,925,1026,0.0,,50.03261562351177,32.248566172492154,14,
39,321,966,-0.0639102487547869,,44.181574971018925,32.248566172492154,13,
40,915,1001,0.0,,49.70492298646141,32.248566172492154,14,
41,1030,1095,0.0,,39.95922878312387,32.248566172492154,15,
42,786,936,0.0,,56.05532203466459,32.248566172492154,15,
43,867,1072,0.0,,27.81610498586843,32.248566172492154,11,
44,330,1040,-0.11175019645507733,,39.3853912530918,32.248566172492154,11,
45,690,887,0.03050171037628302,,53.73473027462984,32.248566172492154,17,
46,886,950,0.0,,53.86506949246634,32.248566172492154,15,
47,126,613,0.11243734720022669,,122.77795904807608,32.248566172492154,17,
48,147,593,0.14429562461951884,,106.62157666363085,32.248566172492154,18,
49,174,485,0.1140673957789935,,55.98359045508906,32.248566172492154,16,
50,657,716,0.0,,32.34911876101964,32.248566172492154,15,
51,404,453,0.03553550385251514,,48.55058383643853,32.248566172492154,17,
52,734,799,0.03628441114187986,,54.44319724381615,32.248566172492154,18,
53,832,964,0.0,,43.08072333608925,32.248566172492154,15,
54,1068,1090,0.0,,114.43943918873943,32.248566172492154,15,
55,94,719,0.019648883003716255,,87.81182063694787,32.248566172492154,16,
56,801,1033,0.0,,43.06586117119393,32.248566172492154,13,
57,220,513,0.08404893525924373,,121.70094980925201,32.248566172492154,20,
58,480,1038,0.0,,27.76293119957043,32.248566172492154,11,
59,843,856,0.039993920389654436,,145.64308800636766,32.248566172492154,19,
60,885,889,0.002293011791131283,,21.01716053786048,32.248566172492154,17,
61,348,982,-0.04227349465391128,,45.53708379372968,32.248566172492154,14,
62,616,967,0.0,,53.98689131458588,32.248566172492154,15,
63,850,994,0.0,,56.934363325758675,32.248566172492154,15,
