,ma1_length,ma2_length,median_return_rate,stdev_return_rate,cumulative_return,cumulative_baseline_return,profitable_quarters,sharpe_ratio
64,689,951,0.010495595707111782,,81.09322381498896,32.248566172492154,16,
65,165,812,0.00534871967655004,,48.264872519916686,32.248566172492154,16,
66,112,288,0.03921737056150354,,47.50012870298192,32.248566172492154,17,
67,93,278,0.042894748840693,,105.47632428855451,32.248566172492154,19,
68,190,728,0.04908546613626341,,72.80424480095286,32.248566172492154,17,
69,328,706,0.0,,73.18758865363571,32.248566172492154,15,
70,674,1037,-0.06586489252814742,,21.97465813298768,32.248566172492154,11,
71,349,385,0.07627575868428305,,43.08251628988074,32.248566172492154,18,
72,180,674,0.0012163409109975376,,47.53296538221441,32.248566172492154,16,
73,784,892,0.0014427875713873828,,56.667728139539975,32.248566172492154,16,
74,673,923,0.023996427590974534,,60.07730228981653,32.248566172492154,17,
75,343,871,0.029919425925742704,,87.86139452115488,32.248566172492154,15,
76,1084,1095,0.05056043485735828,,78.32417061828517,32.248566172492154,17,
77,759,774,0.061325371524232564,,34.23303072552999,32.248566172492154,20,
78,408,699,0.06881031321195064,,114.74682714232655,32.248566172492154,20,
79,702,948,0.0,,56.48839195002078,32.248566172492154,15,
80,890,895,0.004953606642392305,,30.747229677649283,32.248566172492154,17,
81,811,891,0.008807133310193782,,49.74415485429208,32.248566172492154,16,
82,734,921,0.0,,64.95754790795208,32.248566172492154,15,
83,570,816,0.0,,56.72847795740294,32.248566172492154,13,
84,545,760,0.0,,26.628562634989414,32.248566172492154,13,
85,330,978,-0.09311606016995544,,39.273478323308645,32.248566172492154,12,
86,942,1016,0.009404614900915265,,32.55510645416077,32.248566172492154,15,
87,62,831,0.026941936679674816,,118.52615075104323,32.248566172492154,17,
88,93,399,0.049391978245949764,,112.27911511662283,32.248566172492154,17,
89,871,1033,0.0,,69.39905713997673,32.248566172492154,14,
90,41,350,0.08512266673451307,,189.54560209504868,32.248566172492154,20,
91,304,692,0.0,,33.05412969371963,32.248566172492154,15,
92,938,947,0.0070116191756299795,,61.42811421894917,32.248566172492154,17,
93,599,1085,0.0,,14.410226076076308,32.248566172492154,10,
94,644,950,0.0,,50.70586689030279,32.248566172492154,15,
95,51,479,0.061585418615023535,,92.95196117115142,32.248566172492154,18,
96,47,248,0.0634474359863717,,79.61700934939881,32.248566172492154,21,
97,75,924,0.003968729766671952,,38.446514913285355,32.248566172492154,14,
98,677,913,0.015921408218678268,,62.75161005865115,32.248566172492154,17,
99,646,1057,0.0,,23.858271409578165,32.248566172492154,14,
