,ma,buy_threshold,take_profit_threshold,stop_loss_threshold,median_return_rate,stdev_return_rate,cumulative_return,cumulative_baseline_return,profitable_quarters,sharpe_ratio
69,878,0.97,0.68,0.7,0.0,0.0,0.0,76.40482573726541,0,
70,323,0.64,0.98,0.84,-0.00837210524932308,196.98347154294868,7217.0,76.40482573726541,9,0.04231816112977101
71,907,0.64,0.18,0.51,0.0,0.0,0.0,76.40482573726541,0,
72,975,0.29,0.77,0.28,0.0,0.9621629331498849,72.42422012283949,76.40482573726541,9,0.10106543263263096
73,493,0.46,0.87,0.04,0.0,18.986667001927138,112.6429437216339,76.40482573726541,2,0.03774658057304705
74,942,0.88,0.99,0.01,0.0,0.0,0.0,76.40482573726541,0,
75,968,0.53,0.82,0.8,0.0,0.0,0.0,76.40482573726541,0,
76,756,0.12,0.66,0.4,-0.008372105249323192,2.7078793781591357,45.7046194340802,76.40482573726541,9,0.077447422885882
77,44,0.52,0.95,0.86,-0.008372105249323192,2.537724622094371,95.24000000000001,76.40482573726541,9,0.08228269415420746
78,646,0.44,0.08,0.16,0.0,18.98398737338161,134.75476588197017,76.40482573726541,3,0.03783309374183153
79,255,0.56,0.92,0.59,-0.00837210524932308,196.98347154294868,7217.0,76.40482573726541,9,0.04231816112977101
80,93,0.11,0.5,0.78,-0.00837210524932308,1.9910172314924643,72.6530612244898,76.40482573726541,9,0.07997402845837451
81,150,0.14,0.65,0.34,-0.008372105249323192,1.724444478957544,80.96871259154618,76.40482573726541,9,0.08837040631645623
82,1042,0.28,0.57,0.45,0.0,1.028512666873826,16.638880722545075,76.40482573726541,9,0.08042800960563302
83,865,0.42,0.4,0.19,0.0,0.030966437468768777,0.2224892673094958,76.40482573726541,3,0.0575408466017811
84,676,0.89,0.42,0.63,-0.00837210524932308,196.98347154294868,7217.0,76.40482573726541,9,0.04231816112977101
85,572,0.75,0.53,0.03,0.0,18.991034449805102,82.78,76.40482573726541,1,0.03758230140014144
86,92,0.94,0.12,0.62,-0.00837210524932308,196.98347154294868,7217.0,76.40482573726541,9,0.04231816112977101
87,605,0.3,0.57,0.42,-0.00837210524932297,196.98728187771118,4200.66008936302,76.40482573726541,9,0.04211406681702298
88,669,0.36,0.51,0.39,-0.008372105249323303,196.94773456577556,5334.579929216255,76.40482573726541,9,0.04226475014018171
89,276,0.81,0.88,0.88,-0.00837210524932308,196.98347154294868,7217.0,76.40482573726541,9,0.04231816112977101
90,386,0.77,0.28,0.62,-0.00837210524932308,196.98347154294868,7217.0,76.40482573726541,9,0.04231816112977101
91,39,0.06,0.36,0.32,-0.06655932879363047,1.085040718294704,-0.44649872432956605,76.40482573726541,8,0.07300364803794075
92,494,0.83,0.47,0.57,-0.00837210524932308,196.98347154294868,7217.0,76.40482573726541,9,0.04231816112977101
93,770,0.96,0.57,0.23,0.0,0.0,0.0,76.40482573726541,0,
94,18,0.71,0.42,0.84,-0.00837210524932308,196.98347154294868,7217.0,76.40482573726541,9,0.04231816112977101
95,791,0.7,0.34,0.67,0.0,0.0,0.0,76.40482573726541,0,
96,571,0.69,0.42,0.96,-0.00837210524932308,196.98347154294868,7217.0,76.40482573726541,9,0.04231816112977101
97,196,0.06,0.86,0.03,-0.050658441418247935,0.2796303693362336,-0.996558563400686,76.40482573726541,8,-0.031091406961875206
98,166,0.42,0.06,0.97,-0.00837210524932308,196.98347154294868,7217.0,76.40482573726541,9,0.04231816112977101
99,112,0.33,0.15,0.49,-0.008372105249323192,2.1611502344921365,79.85264988666061,76.40482573726541,9,0.08073480092007558
