,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
SPY,45.703125,61.40625,74.375,97.3125,123.375,148.25,132.0,115.11000061035156,88.8499984741211,111.73999786376953,121.55999755859375,125.19000244140625,142.25,146.52999877929688,90.44000244140625,112.37000274658203,126.70999908447266,127.76000213623047,145.11000061035156,183.97999572753906,206.3800048828125,200.49000549316406,225.0399932861328,267.8399963378906,245.97999572753906,323.5400085449219,375.30999755859375
